Dataset,Graph#,dirname,Filename,Class,Order,Genus,Species,Taxa,interaction_type,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,Citation
,348,guppy_proximity_frequency_weighted_,N348_guppy_hasenjager_familiar_1.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
,349,guppy_proximity_frequency_weighted_,N349_guppy_hasenjager_familiar_2.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
,350,guppy_proximity_frequency_weighted_,N350_guppy_hasenjager_familiar_4.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
,351,guppy_proximity_frequency_weighted_,N351_guppy_hasenjager_familiar_5.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
,352,guppy_proximity_frequency_weighted_,N352_guppy_hasenjager_familiar_6.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
,353,guppy_proximity_frequency_weighted_,N353_guppy_hasenjager_familiar_7.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
,354,guppy_proximity_frequency_weighted_,N354_guppy_hasenjager_familiar_8.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
,355,guppy_proximity_frequency_weighted_,N355_guppy_hasenjager_familiar_9.graphml,Actinopterygii,Cyprinodontiformes,Poecilia,reticulata,Poecilia_reticulata,spatial_proximity,frequency,"Louisville, Kentcuky",captive,video,90min,10 seconds,"Hasenjager, Matthew J., and Lee Alan Dugatkin. ""Familiarity affects network structure and information flow in guppy (Poecilia reticulata) shoals."" Behavioral Ecology (2016): arw152."
Hens Network (Guhl),356,hens_dominance_weighted,N356_hens_guhl_pecking_order.graphml,Aves,Galliformes,White_leghorn,N/A,White_leghorn_N/A,dominance,frequency,"Manhattan, Kansas",captive,manual ,Not specified,Not specified,"Guhl, A. M. ""Social behavior of the domestic fowl."" Transactions of the Kansas Academy of Science (1903-) 71.3 (1968): 379-384."
Hyena Network (Holekamp),357,hyenas_groupmembership_weighted,N357_hyena_holekamp_networkA.graphml,Mammalia,Carnivora,Crocuta,crocuta,Crocuta_crocuta,group_membership,twice_weight_index,"Masai Mara National Reserve, Kenya",free-ranging,manual ,4 months (approx 16 days each month),15min,"Holekamp, Kay E., et al. ""Society, demography and genetic structure in the spotted hyena."" Molecular Ecology 21.3 (2012): 613-632."
,358,hyenas_groupmembership_weighted,N358_hyena_holekamp_networkB.graphml,Mammalia,Carnivora,Crocuta,crocuta,Crocuta_crocuta,group_membership,twice_weight_index,"Masai Mara National Reserve, Kenya",free-ranging,manual ,4 months (approx 16 days each month),15min,"Holekamp, Kay E., et al. ""Society, demography and genetic structure in the spotted hyena."" Molecular Ecology 21.3 (2012): 613-632."
,359,hyenas_groupmembership_weighted,N359_hyena_holekamp_networkC.graphml,Mammalia,Carnivora,Crocuta,crocuta,Crocuta_crocuta,group_membership,twice_weight_index,"Masai Mara National Reserve, Kenya",free-ranging,manual ,4 months (approx 16 days each month),15min,"Holekamp, Kay E., et al. ""Society, demography and genetic structure in the spotted hyena."" Molecular Ecology 21.3 (2012): 613-632."
Kangaroo Network (Grant,360,kangeroos_proximity_weighted,N360_kangaroo_grant_interactions.graphml,Mammalia,Diprotodontia,Macropus,giganteus,Macropus_giganteus,spatial_proximity,frequency,"New South Wales, Australia",free-ranging,manual ,Not specified,real time,"TR Grant. Dominance and association among members of a captive and a free-ranging group of grey kangaroos (Macropus giganteus). Animal Behaviour, 21(3):449-456, 1973."
Lizard Network (Bull),361,lizard_proximity_weighted,N361_lizard_bull_social.graphml,Reptilia,Squamata,Tiliqua,rugosa,Tiliqua_rugosa,spatial_proximity,simple_ratio_index,"Kungara, South Australia",free-ranging,logger,120 days,10 minutes,"Bull, C. M., S. S. Godfrey, and D. M. Gordon. ""Social networks and the spread of Salmonella in a sleepy lizard population."" Molecular Ecology 21.17 (2012): 4386-4392."
Rhesus Macaque Network (Massen) ,362,rhesusmacaque_association_weighted,N362_macaque_massen_contact_sits.graphml,Mammalia,Primates,Macaca,mulatta,Macaca_mulatta,physical_contact,frequency,"Rijswijk, the Netherlands",captive,manual ,3years,1 hour,"Massen, Jorg JM, and Elisabeth HM Sterck. ""Stability and durability of intra-and intersex social bonds of captive rhesus macaques (Macaca mulatta)."" International Journal of Primatology 34.4 (2013): 770-791."
,363,rhesusmacaque_association_weighted,N363_macaque_massen_grooming_bouts.graphml,Mammalia,Primates,Macaca,mulatta,Macaca_mulatta,grooming,frequency,"Rijswijk, the Netherlands",captive,manual ,3years,1 hour,"Massen, Jorg JM, and Elisabeth HM Sterck. ""Stability and durability of intra-and intersex social bonds of captive rhesus macaques (Macaca mulatta)."" International Journal of Primatology 34.4 (2013): 770-791."
Rhesus Macaque (Takahata),364,rhesusmacaque_dominance_weighted,N364_macaque_takahata_dominance.graphml,Mammalia,Primates,Macaca,fuscata,Macaca_fuscata,dominance,frequency,"Arashiyama, Japan",semi-ranging,manual ,6 months,2 hours,"Takahata, Yukio. ""Diachronic changes in the dominance relations of adult female Japanese monkeys of the Arashiyama B group."" The monkeys of Arashiyama. State University of New York Press, Albany (1991): 123-139."
Possum Network (Banks),365,possum_burrowsharing_weighted,N365_possum_banks_burrow_sharing_before_fire_weight=freq.graphml,Mammalia,Diprotodontia,Trichosurus,cunninghami,Trichosurus_cunninghami,social_projection_bipartite,frequency,"Cambarville, Victoria, Australia",free-ranging,logger,3 months,1 sec,"Banks, Sam C., et al. ""Adaptive responses and disruptive effects: how major wildfire influences kinship‐based social interactions in a forest marsupial."" Molecular ecology 21.3 (2012): 673-684."
Primates Network (Griffin),366,primates_association_weighted,N366_primate_griffin_10.graphml,Mammalia,Primates,Macaca,fuscata,Macaca_fuscata,grooming,frequency,"Yakushima, Japan",free-ranging,manual ,3 months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,367,primates_association_weighted,N367_primate_griffin_11.graphml,Mammalia,Primates,Macaca,mulatta,Macaca_mulatta,grooming,frequency,"Cayo Santiago, Puerto Rico",free-ranging,manual ,N/A,N/A,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,368,primates_association_weighted,N368_primate_griffin_12.graphml,Mammalia,Primates,Macaca,radiata,Macaca_radiata,grooming,frequency,"Dharwar, South India",free-ranging,manual ,3 years,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,369,primates_association_weighted,N369_primate_griffin_13.graphml,Mammalia,Primates,Macaca,tonkeana,Macaca_tonkeana,physical_contact,frequency,N/A,N/A,manual ,N/A,N/A,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,370,primates_association_weighted,N370_primate_griffin_14.graphml,Mammalia,Primates,Pan,paniscus,Pan_paniscus,grooming,frequency,N/A,N/A,manual ,N/A,N/A,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,371,primates_association_weighted,N371_primate_griffin_15.graphml,Mammalia,Primates,Pan,troglodytes,Pan_troglodytes,grooming,duration,N/A,N/A,manual ,N/A,N/A,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,372,primates_association_weighted,N372_primate_griffin_16.graphml,Mammalia,Primates,Papio,papio,Papio_papio,grooming,frequency,N/A,N/A,manual ,N/A,N/A,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,373,primates_association_weighted,N373_primate_griffin_17.graphml,Mammalia,Primates,Saguinus,fuscicollis,Saguinus_fuscicollis,grooming,frequency,"Saint John's University, Pennsylvania",semi-ranging,manual ,14months,60sec,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,374,primates_association_weighted,N374_primate_griffin_18.graphml,Mammalia,Primates,Saguinus,mystax,Saguinus_mystax,grooming,duration,Peru,free-ranging,manual ,2 months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,375,primates_association_weighted,N375_primate_griffin_19.graphml,Mammalia,Primates,Trachypithecus,johnii,Trachypithecus_johnii,non_physical_social_interaction,frequency,"Nilgiri hills, Madras state, India",free-ranging,manual ,12 months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,376,primates_association_weighted,N376_primate_griffin_1.graphml,Mammalia,Primates,Ateles,geoffroyi,Ateles_geoffroyi,grooming,frequency,"Barro Colorado Island, Panama",free-ranging,manual ,4 months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,377,primates_association_weighted,N377_primate_griffin_2.graphml,Mammalia,Primates,Alouatta,guariba,Alouatta_guariba,grooming,frequency,"Sao Paulo, Brazil",free-ranging,manual ,1 year,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,378,primates_association_weighted,N378_primate_griffin_3.graphml,Mammalia,Primates,Brachyteles,arachnoides,Brachyteles_arachnoides,spatial_proximity,frequency,"Minas Gerais, Brazil",free-ranging,manual ,1 year,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,379,primates_association_weighted,N379_primate_griffin_4.graphml,Mammalia,Primates,Sapajus,apella,Sapajus_apella,grooming,frequency,"Ibague, Colombia",free-ranging,manual ,60 days,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,380,primates_association_weighted,N380_primate_griffin_5.graphml,Mammalia,Primates,Cercopithecus,campbelli,Cercopithecus_campbelli,grooming,frequency,N/A,N/A,manual ,N/A,N/A,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,381,primates_association_weighted,N381_primate_griffin_6.graphml,Mammalia,Primates,Colobus,guereza,Colobus_guereza,grooming,frequency,"Bole Valley, Ethiopia",free-ranging,manual ,5months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,382,primates_association_weighted,N382_primate_griffin_7.graphml,Mammalia,Primates,Erythrocebus,patas,Erythrocebus_patas,grooming,frequency,"La Parguera, Puerto Rico",free-ranging,manual ,4 months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,383,primates_association_weighted,N383_primate_griffin_8.graphml,Mammalia,Primates,Macaca,arctoides,Macaca_arctoides,grooming,frequency,"Abkhazia, Republic of Georgia",semi-ranging,manual ,6months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
,384,primates_association_weighted,N384_primate_griffin_9.graphml,Mammalia,Primates,Macaca,assamensis,Macaca_assamensis,grooming,frequency,"Assam, India",free-ranging,manual ,4 months,real time,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779-800."
Raccoon Network (Reynolds) ,385,raccoon_proximity_weighted,N385_raccoon_reynolds_matrix_01.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,386,raccoon_proximity_weighted,N386_raccoon_reynolds_matrix_02.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,387,raccoon_proximity_weighted,N387_raccoon_reynolds_matrix_03.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,388,raccoon_proximity_weighted,N388_raccoon_reynolds_matrix_04.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,389,raccoon_proximity_weighted,N389_raccoon_reynolds_matrix_05.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,390,raccoon_proximity_weighted,N390_raccoon_reynolds_matrix_06.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,391,raccoon_proximity_weighted,N391_raccoon_reynolds_matrix_07.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,392,raccoon_proximity_weighted,N392_raccoon_reynolds_matrix_08.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,393,raccoon_proximity_weighted,N393_raccoon_reynolds_matrix_09.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,394,raccoon_proximity_weighted,N394_raccoon_reynolds_matrix_10.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,395,raccoon_proximity_weighted,N395_raccoon_reynolds_matrix_11.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,396,raccoon_proximity_weighted,N396_raccoon_reynolds_matrix_12.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,397,raccoon_proximity_weighted,N397_raccoon_reynolds_matrix_13.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,398,raccoon_proximity_weighted,N398_raccoon_reynolds_matrix_14.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,399,raccoon_proximity_weighted,N399_raccoon_reynolds_matrix_15.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,400,raccoon_proximity_weighted,N400_raccoon_reynolds_matrix_16.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,401,raccoon_proximity_weighted,N401_raccoon_reynolds_matrix_17.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,402,raccoon_proximity_weighted,N402_raccoon_reynolds_matrix_18.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,403,raccoon_proximity_weighted,N403_raccoon_reynolds_matrix_19.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,404,raccoon_proximity_weighted,N404_raccoon_reynolds_matrix_20.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,405,raccoon_proximity_weighted,N405_raccoon_reynolds_matrix_21.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,406,raccoon_proximity_weighted,N406_raccoon_reynolds_matrix_22.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,407,raccoon_proximity_weighted,N407_raccoon_reynolds_matrix_23.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,408,raccoon_proximity_weighted,N408_raccoon_reynolds_matrix_24.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,409,raccoon_proximity_weighted,N409_raccoon_reynolds_matrix_25.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,410,raccoon_proximity_weighted,N410_raccoon_reynolds_matrix_26.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,411,raccoon_proximity_weighted,N411_raccoon_reynolds_matrix_27.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,412,raccoon_proximity_weighted,N412_raccoon_reynolds_matrix_28.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,413,raccoon_proximity_weighted,N413_raccoon_reynolds_matrix_29.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,414,raccoon_proximity_weighted,N414_raccoon_reynolds_matrix_30.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,415,raccoon_proximity_weighted,N415_raccoon_reynolds_matrix_31.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,416,raccoon_proximity_weighted,N416_raccoon_reynolds_matrix_32.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,417,raccoon_proximity_weighted,N417_raccoon_reynolds_matrix_33.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,418,raccoon_proximity_weighted,N418_raccoon_reynolds_matrix_34.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,419,raccoon_proximity_weighted,N419_raccoon_reynolds_matrix_35.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
,420,raccoon_proximity_weighted,N420_raccoon_reynolds_matrix_36.graphml,Mammalia,Carnivora,Procyon,lotor,Procyon_lotor,spatial_proximity,duration,"Illinois, USA",free-ranging,logger,7days,1 sec,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720-1731."
