Dataset,Graph#,dirname,Filename,Class,Order,Genus,Species,Taxa,interaction_type,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,Citation
,623,voles_social_projection_bipartite_weighted,N623_voles_begon_site_ROB_trapping_session_19.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,624,voles_social_projection_bipartite_weighted,N624_voles_begon_site_ROB_trapping_session_20.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,625,voles_social_projection_bipartite_weighted,N625_voles_begon_site_ROB_trapping_session_21.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,626,voles_social_projection_bipartite_weighted,N626_voles_begon_site_ROB_trapping_session_22.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,627,voles_social_projection_bipartite_weighted,N627_voles_begon_site_ROB_trapping_session_23.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,628,voles_social_projection_bipartite_weighted,N628_voles_begon_site_ROB_trapping_session_24.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,629,voles_social_projection_bipartite_weighted,N629_voles_begon_site_ROB_trapping_session_25.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,630,voles_social_projection_bipartite_weighted,N630_voles_begon_site_ROB_trapping_session_26.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,631,voles_social_projection_bipartite_weighted,N631_voles_begon_site_ROB_trapping_session_27.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,632,voles_social_projection_bipartite_weighted,N632_voles_begon_site_ROB_trapping_session_28.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,633,voles_social_projection_bipartite_weighted,N633_voles_begon_site_ROB_trapping_session_29.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,634,voles_social_projection_bipartite_weighted,N634_voles_begon_site_ROB_trapping_session_30.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,635,voles_social_projection_bipartite_weighted,N635_voles_begon_site_ROB_trapping_session_31.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,636,voles_social_projection_bipartite_weighted,N636_voles_begon_site_ROB_trapping_session_32.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Weaver Bird Network (Dijk),637,weaver_social_projection_bipartite_unweighted,N637_weaver_dijk_social_00.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,638,weaver_social_projection_bipartite_unweighted,N638_weaver_dijk_social_01.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,639,weaver_social_projection_bipartite_unweighted,N639_weaver_dijk_social_02.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,640,weaver_social_projection_bipartite_unweighted,N640_weaver_dijk_social_03.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,641,weaver_social_projection_bipartite_unweighted,N641_weaver_dijk_social_04.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,642,weaver_social_projection_bipartite_unweighted,N642_weaver_dijk_social_05.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,643,weaver_social_projection_bipartite_unweighted,N643_weaver_dijk_social_06.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,644,weaver_social_projection_bipartite_unweighted,N644_weaver_dijk_social_07.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,645,weaver_social_projection_bipartite_unweighted,N645_weaver_dijk_social_08.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,646,weaver_social_projection_bipartite_unweighted,N646_weaver_dijk_social_09.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,647,weaver_social_projection_bipartite_unweighted,N647_weaver_dijk_social_10.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,648,weaver_social_projection_bipartite_unweighted,N648_weaver_dijk_social_11.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,649,weaver_social_projection_bipartite_unweighted,N649_weaver_dijk_social_12.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,650,weaver_social_projection_bipartite_unweighted,N650_weaver_dijk_social_13.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,651,weaver_social_projection_bipartite_unweighted,N651_weaver_dijk_social_14.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,652,weaver_social_projection_bipartite_unweighted,N652_weaver_dijk_social_15.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,653,weaver_social_projection_bipartite_unweighted,N653_weaver_dijk_social_16.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,654,weaver_social_projection_bipartite_unweighted,N654_weaver_dijk_social_17.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,655,weaver_social_projection_bipartite_unweighted,N655_weaver_dijk_social_18.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,656,weaver_social_projection_bipartite_unweighted,N656_weaver_dijk_social_19.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,657,weaver_social_projection_bipartite_unweighted,N657_weaver_dijk_social_20.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,658,weaver_social_projection_bipartite_unweighted,N658_weaver_dijk_social_21.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
,659,weaver_social_projection_bipartite_unweighted,N659_weaver_dijk_social_22.graphml,Aves,Passeriformes,Philetairus,socius,Philetairus_socius,social_projection_bipartite,unweighted,"Kimberley, South Africa",free-ranging,manual ,10 months,real time,"Dijk, René E., et al. ""Cooperative investment in public goods is kin directed in communal nests of social birds."" Ecology letters 17.9 (2014): 1141-1148."
